,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.3379761874675751,1.0994606018066406,0.3400000035762787,1.0976330041885376,0.0010000000474974513
1,0.3559523820877075,1.0959910154342651,0.36666667461395264,1.0945990085601807,0.0010000000474974513
2,0.36892858147621155,1.0927387475967407,0.36000001430511475,1.092049479484558,0.0010000000474974513
3,0.38499999046325684,1.088844656944275,0.3722222149372101,1.0874327421188354,0.0010000000474974513
4,0.408214271068573,1.081823706626892,0.39666667580604553,1.0767625570297241,0.0010000000474974513
5,0.43190476298332214,1.0670573711395264,0.44555556774139404,1.056443691253662,0.0010000000474974513
6,0.47488096356391907,1.0414799451828003,0.5233333110809326,1.0316351652145386,0.0010000000474974513
7,0.5138095021247864,1.010391116142273,0.5377777814865112,1.0026180744171143,0.0010000000474974513
8,0.5394047498703003,0.9799807071685791,0.5777778029441833,0.9738942980766296,0.0010000000474974513
9,0.5763095021247864,0.9495677351951599,0.5933333039283752,0.9406826496124268,0.0010000000474974513
10,0.5996428728103638,0.9211253523826599,0.6044444441795349,0.9185755252838135,0.0010000000474974513
11,0.6311904788017273,0.8899800181388855,0.644444465637207,0.8845700621604919,0.0010000000474974513
12,0.6546428799629211,0.8583433032035828,0.6877777576446533,0.8532178997993469,0.0010000000474974513
13,0.6832143068313599,0.8271498084068298,0.7055555582046509,0.8226979374885559,0.0010000000474974513
14,0.7040476202964783,0.7975544929504395,0.7066666483879089,0.7918297052383423,0.0010000000474974513
15,0.7223809361457825,0.7713274955749512,0.7255555391311646,0.7617361545562744,0.0010000000474974513
16,0.7320238351821899,0.7469242215156555,0.7511110901832581,0.7325583100318909,0.0010000000474974513
17,0.7423809766769409,0.7248885035514832,0.7355555295944214,0.7110036015510559,0.0010000000474974513
18,0.7536904811859131,0.7024856209754944,0.75,0.6860561370849609,0.0010000000474974513
19,0.7589285969734192,0.6806025505065918,0.7588889002799988,0.6575963497161865,0.0010000000474974513
20,0.7640476226806641,0.6583475470542908,0.7722222208976746,0.6332008838653564,0.0010000000474974513
21,0.7671428322792053,0.639148473739624,0.7788888812065125,0.6088413000106812,0.0010000000474974513
22,0.768928587436676,0.6220335364341736,0.7977777719497681,0.5845003724098206,0.0010000000474974513
23,0.7729762196540833,0.6058166027069092,0.7988888621330261,0.5676188468933105,0.0010000000474974513
24,0.7799999713897705,0.5907946228981018,0.8088889122009277,0.5442270040512085,0.0010000000474974513
25,0.7829762101173401,0.5761570334434509,0.8177777528762817,0.5287845730781555,0.0010000000474974513
26,0.7876190543174744,0.5636318325996399,0.8255555629730225,0.5118993520736694,0.0010000000474974513
27,0.7891666889190674,0.5525587797164917,0.8266666531562805,0.4967110753059387,0.0010000000474974513
28,0.7920238375663757,0.5418675541877747,0.8266666531562805,0.4847673773765564,0.0010000000474974513
29,0.7952380776405334,0.5327351689338684,0.8355555534362793,0.4720311760902405,0.0010000000474974513
30,0.7967857122421265,0.5237312912940979,0.8366666436195374,0.46142998337745667,0.0010000000474974513
31,0.7980952262878418,0.5159685611724854,0.8366666436195374,0.4527793824672699,0.0010000000474974513
32,0.8003571629524231,0.510145902633667,0.8388888835906982,0.4445793032646179,0.0010000000474974513
33,0.8003571629524231,0.5033706426620483,0.8355555534362793,0.4375849664211273,0.0010000000474974513
34,0.803928554058075,0.49766433238983154,0.8377777934074402,0.43149447441101074,0.0010000000474974513
35,0.8052380681037903,0.4928959608078003,0.8399999737739563,0.4228583872318268,0.0010000000474974513
36,0.8069047331809998,0.4869767427444458,0.8422222137451172,0.41597917675971985,0.0010000000474974513
37,0.8073809742927551,0.48378005623817444,0.8422222137451172,0.4124795198440552,0.0010000000474974513
38,0.808571457862854,0.4793408215045929,0.8455555438995361,0.4055330753326416,0.0010000000474974513
39,0.8089285492897034,0.4767751395702362,0.847777783870697,0.40065786242485046,0.0010000000474974513
40,0.8111904859542847,0.472326397895813,0.8411111235618591,0.3955382704734802,0.0010000000474974513
41,0.8122618794441223,0.468960165977478,0.8422222137451172,0.3916305899620056,0.0010000000474974513
42,0.8120238184928894,0.4654132127761841,0.8422222137451172,0.38787543773651123,0.0010000000474974513
43,0.8111904859542847,0.462408185005188,0.8399999737739563,0.3839780390262604,0.0010000000474974513
44,0.8127381205558777,0.46028491854667664,0.8433333039283752,0.378507524728775,0.0010000000474974513
45,0.8135714530944824,0.4576447308063507,0.8411111235618591,0.3754965662956238,0.0010000000474974513
46,0.8128571510314941,0.45512306690216064,0.8455555438995361,0.3723054528236389,0.0010000000474974513
47,0.8144047856330872,0.4540134370326996,0.847777783870697,0.3695916533470154,0.0010000000474974513
48,0.8128571510314941,0.4528713524341583,0.8433333039283752,0.3674720525741577,0.0010000000474974513
49,0.8134523630142212,0.4514853060245514,0.8444444537162781,0.3647681474685669,0.0010000000474974513
